symbol,series,isin,name
NORTHARC,EQ,INE850M01015,NORTHERN ARC CAPITAL LTD
NOVAAGRI,EQ,INE02H701025,NOVA AGRITECH LIMITED
NOVARTIND,EQ,INE234A01025,NOVARTIS INDIA LIMITED
NPBET,EQ,INF277K010X4,TATAAML - NPBET
NPST,EQ,INE0FFK01017,NETWORK PEOPLE SRV TECH L
NRAIL,EQ,INE740D01017,N R AGARWAL INDS LTD
NRBBEARING,EQ,INE349A01021,NRB BEARING LIMITED
NSIL,EQ,INE023A01030,NALWA SONS INVESTMENT LTD
NSLNISP,EQ,INE0NNS01018,NMDC STEEL LIMITED
NTCIND,EQ,INE920C01017,N T C INDUSTRIES LTD.
NTPC,EQ,INE733E01010,NTPC LTD
NTPCGREEN,EQ,INE0ONG01011,NTPC GREEN ENERGY LIMITED
NUCLEUS,EQ,INE096B01018,NUCLEUS SOFTWARE EXPORTS
NUVAMA,EQ,INE531F01023,NUVAMA WEALTH MANAGE LTD
NUVOCO,EQ,INE118D01016,NUVOCO VISTAS CORP LTD
NV20,EQ,INF174KA1ZE1,KOTAKMAMC - KTKNV20ETF
NV20BEES,EQ,INF204KB18I3,NIP IND ETF ETF NV20
NV20IETF,EQ,INF109KC11V0,ICICI PRUDENTIAL NV20 ETF
NYKAA,EQ,INE388Y01029,FSN E COMMERCE VENTURES
OAL,EQ,INE959C01023,ORIENTAL AROMATICS LTD
OBCL,EQ,INE426Z01016,OBCL LIMITED
OBEROIRLTY,EQ,INE093I01010,OBEROI REALTY LIMITED
ODIGMA,EQ,INE054301028,ODIGMA CONSULTANCY SOL L
ODYCORP,EQ,INE839E01023,ODYSSEY CORPORATION LTD.
OFSS,EQ,INE881D01027,ORACLE FIN SERV SOFT LTD.
OIL,EQ,INE274J01014,OIL INDIA LTD
OILIETF,EQ,INF109KC18W3,ICICIPRAMC - OILIETF
OLAELEC,EQ,INE0LXG01040,OLA ELECTRIC MOBILITY LTD
OLECTRA,EQ,INE260D01016,OLECTRA GREENTECH LIMITED
OMAXAUTO,EQ,INE090B01011,OMAX AUTOS LTD
OMAXE,EQ,INE800H01010,OMAXE LIMITED
OMINFRAL,EQ,INE239D01028,OM INFRA LIMITED
OMNI,EQ,INE0UH301010,OMNITECH ENGINEERING LTD
OMPOWER,EQ,INE25E901019,OM POWER TRANSMISSION LTD
ONEGLOBAL,EQ,INE670O01013,ONE GLOBAL SERVICE PROV L
ONEPOINT,EQ,INE840Y01029,ONE POINT ONE SOL LTD
ONESOURCE,EQ,INE013P01021,ONESOURCE SPECL PHARMA L
ONGC,EQ,INE213A01029,OIL AND NATURAL GAS CORP.
ONIDA,EQ,INE831A01028,ONIDA ELECTRONICS LIMITED
ONIXSOLAR,EQ,INE173M01012,ONIX SOLAR ENERGY LTD.
ONWARDTEC,EQ,INE229A01017,ONWARD TECHNOLOGIES LTD
OPTIEMUS,EQ,INE350C01017,OPTIEMUS INFRACOM LTD
OPTIFIN,EQ,INE031G01022,OPTIMUS FINANCE LTD.
ORCHASP,EQ,INE215B01022,ORCHASP LIMITED
ORCHPHARMA,EQ,INE191A01027,ORCHID PHARMA LIMITED
ORICONENT,EQ,INE730A01022,ORICON ENTERPRISES LTD
ORIENTALTL,EQ,INE998H01012,ORIENTAL TRIMEX LTD
ORIENTBELL,EQ,INE607D01018,ORIENT BELL LIMITED
ORIENTCEM,EQ,INE876N01018,ORIENT CEMENT LTD.
ORIENTCER,EQ,INE569C01020,ORIENT CERATECH LIMITED
ORIENTELEC,EQ,INE142Z01019,ORIENT ELECTRIC LIMITED
ORIENTHOT,EQ,INE750A01020,ORIENT HOTELS LTD
ORIENTPPR,EQ,INE592A01026,ORIENT PAPER AND INDS LTD
ORIENTTECH,EQ,INE0PPK01015,ORIENT TECHNOLOGIES LTD
ORIRAIL,EQ,INE457G01029,ORIENTAL RAIL INFRA L
ORISSAMINE,EQ,INE725E01024,ORISSA MIN DEV CO LTD
ORKLAINDIA,EQ,INE16NZ01023,ORKLA INDIA LIMITED
ORTINGLOBE,EQ,INE749B01020,ORTIN GLOBAL LIMITED
OSWALAGRO,EQ,INE142A01012,OSWAL AGRO MILLS LTD
OSWALGREEN,EQ,INE143A01010,OSWAL GREENTECH LIMITED
OSWALPUMPS,EQ,INE0BYP01024,OSWAL PUMPS LIMITED
OSWALSEEDS,EQ,INE00IK01029,SHREEOSWAL S AND CHE LTD
PACEDIGITK,EQ,INE0S3G01027,PACE DIGITEK LIMITED
PACIFICI,EQ,INE883C01025,PACIFIC INDUSTRIES LTD.
PAGEIND,EQ,INE761H01022,PAGE INDUSTRIES LTD
PAISALO,EQ,INE420C01059,PAISALO DIGITAL LIMITED
PAKKA,EQ,INE551D01018,PAKKA LIMITED
PALASHSECU,EQ,INE471W01019,PALASH SECURITIES LTD
PALREDTEC,EQ,INE218G01033,PALRED TECHNOLOGIES LTD
PANACEABIO,EQ,INE922B01023,PANACEA BIOTEC LTD
PANAMAPET,EQ,INE305C01029,PANAMA PETROCHEM LTD
PANCHMAHQ,EQ,INE798F01010,PANCHMAHAL STEEL LTD.
PANORAMA,EQ,INE258R01028,PANORAMA STUDIOS INTL. L
PANSARI,EQ,INE697V01011,PANSARI DEVELOPERS LTD
PARACABLES,EQ,INE074B01023,PARAMOUNT COMM LTD
PARADEEP,EQ,INE088F01024,PARADEEP PHOSPHATES LTD
PARAGMILK,EQ,INE883N01014,PARAG MILK FOODS LTD.
PARAS,EQ,INE045601023,PARAS DEF AND SPCE TECH L
PARASPETRO,EQ,INE162C01024,PARAS PETROFILS LTD.
PARKHOSPS,EQ,INE119201023,PARK MEDI WORLD LIMITED
PARKHOTELS,EQ,INE988S01028,PARKHOTELS
PARNAXLAB,EQ,INE383L01019,PARNAX LAB LTD.
PASHUPATI,EQ,INE124Y01028,PASHUPATI COTSPIN LIMITED
PASUPTAC,EQ,INE818B01023,PASUPATI ACRYLON LIMITED
PATANJALI,EQ,INE619A01035,PATANJALI FOODS LIMITED
PATELENG,EQ,INE244B01030,PATEL ENGINEERING LTD.
PATELRMART,EQ,INE0R8B01010,PATEL RETAIL LIMITED
PAUSHAKLTD,EQ,INE111F01024,PAUSHAK LIMITED
PAVNAIND,EQ,INE07S101038,PAVNA INDUSTRIES LIMITED
PAYTM,EQ,INE982J01020,ONE 97 COMMUNICATIONS LTD
PBMPOLY,EQ,INE501F01018,P B M POLYTEX LTD.
PCBL,EQ,INE602A01031,PCBL CHEMICAL LIMITED
PCJEWELLER,EQ,INE785M01021,PC JEWELLER LTD
PDMJEPAPER,EQ,INE865T01018,PUDUMJEE PAPER PRO. LTD
PDSL,EQ,INE111Q01021,PDS LIMITED
PEARLPOLY,EQ,INE844A01013,PEARL POLYMERS LTD
PENIND,EQ,INE932A01024,PENNAR INDUSTRIES LTD
PENINLAND,EQ,INE138A01028,PENINSULA LAND LIMITED
PERMAGN,EQ,INE418E01018,PERMANENT MAGNETS LTD.
PERNIASPOP,EQ,INE0I1B01016,PURPLE STYLE LABS LIMITED
PERSISTENT,EQ,INE262H01021,PERSISTENT SYSTEMS LTD
PETRONET,EQ,INE347G01014,PETRONET LNG LIMITED
PFC,EQ,INE134E01011,POWER FIN CORP LTD.
PFIZER,EQ,INE182A01018,PFIZER LTD
PFOCUS,EQ,INE367G01038,PRIME FOCUS LIMITED
PFS,EQ,INE560K01014,PTC INDIA FIN SERV LTD
PGEL,EQ,INE457L01029,PG ELECTROPLAST LTD
PGHH,EQ,INE179A01014,P&G HYGIENE & HEALTH CARE
PGHL,EQ,INE199A01012,PROCTER & GAMBLE HEALTH L
PGIL,EQ,INE940H01022,PEARL GLOBAL IND LIMITED
PHARMABEES,EQ,INF204KC1089,NIPPONAMC - NETFPHARMA
PHOENIXLTD,EQ,INE211B01039,THE PHOENIX MILLS LTD
PHOENXINTL,EQ,INE245B01011,PHOENIX INTERNATIONAL LTD
PICCADIL,EQ,INE546C01010,PICCADILY AGRO INDUSTRI L
PIDILITIND,EQ,INE318A01026,PIDILITE INDUSTRIES LTD
PIGL,EQ,INE557Z01018,POWER INSTRUMENT (G) LTD
PIIND,EQ,INE603J01030,PI INDUSTRIES LTD
PILANIINVS,EQ,INE417C01014,PILANI INV & IND COR LTD
PILITA,EQ,INE600A01035,PIL ITALICA LIFESTYLE LTD
PINELABS,EQ,INE15B701018,PINE LABS LIMITED
PIONEEREMB,EQ,INE156C01018,PIONEER EMBROIDERIES LTD
PIRAMALFIN,EQ,INE202B01038,PIRAMAL FINANCE LIMITED
PITTIENG,EQ,INE450D01021,PITTI ENGINEERING LIMITED
PIXTRANS,EQ,INE751B01018,PIX TRANSMISSIONS LIMITED
PLASTIBLEN,EQ,INE083C01022,PLASTIBLENDS INDIA LTD
PLATIND,EQ,INE0PT501018,PLATINUM INDUSTRIES LTD
PLAZACABLE,EQ,INE0INJ01017,PLAZA WIRES LIMITED
PML,EQ,INE291E01019,PAUL MERCHANTS LTD.
PNB,EQ,INE160A01022,PUNJAB NATIONAL BANK
PNBGILTS,EQ,INE859A01011,PNB GILTS LIMITED
PNBHOUSING,EQ,INE572E01012,PNB HOUSING FIN LTD.
PNC,EQ,INE392B01011,PNC MEDIA AND ENT LTD
PNCINFRA,EQ,INE195J01029,PNC INFRATECH LTD.
PNGJL,EQ,INE953R01016,P N GADGIL JEWELLERS LTD
PNGSREVA,EQ,INE1RDG01013,PNGS REVA DIAMOND JEWEL L
POCL,EQ,INE063E01061,PONDY OXIDES & CHEM LTD
PODDARMENT,EQ,INE371C01013,PODDAR PIGMENTS LIMITED
POEL,EQ,INE035S01028,P O C L ENTERPRISES LTD.
POKARNA,EQ,INE637C01025,POKARNA LIMITED
POLICYBZR,EQ,INE417T01026,PB FINTECH LIMITED
POLYCAB,EQ,INE455K01017,POLYCAB INDIA LIMITED
POLYMED,EQ,INE205C01021,POLY MEDICURE LIMITED
POLYPLEX,EQ,INE633B01018,POLYPLEX CORPORATION LTD
POLYSPIN,EQ,INE914G01029,POLYSPIN EXPORTS LTD.
PONNIERODE,EQ,INE838E01017,PONNIE SUGARS (ERODE) LTD
POONAWALLA,EQ,INE511C01022,POONAWALLA FINCORP LTD
POWERGRID,EQ,INE752E01010,POWER GRID CORP. LTD.
POWERICA,EQ,INE921L01032,POWERICA LIMITED
POWERINDIA,EQ,INE07Y701011,HITACHI ENERGY INDIA LTD
POWERMECH,EQ,INE211R01019,POWER MECH PROJECTS LTD.
PPLPHARMA,EQ,INE0DK501011,PIRAMAL PHARMA LIMITED
PRABHA,EQ,INE0I0M01023,PRABHA ENERGY LIMITED
PRAENG,EQ,INE505C01016,PRAJAY ENG. SYN. LTD.
PRAJIND,EQ,INE074A01025,PRAJ INDUSTRIES LTD
PRAKASH,EQ,INE603A01013,PRAKASH INDUSTRIES LTD
PRAKASHSTL,EQ,INE696K01024,PRAKASH STEELAGE LTD
PRANAV,EQ,INE0H4201019,PRANAV CONSTRUCTIONS LTD
PRASOLCHEM,EQ,INE455U01024,PRASOL CHEMICALS LIMITED
PRAVEG,EQ,INE722B01019,PRAVEG LTD.
PRAXIS,EQ,INE546Y01022,PRAXIS HOME RETAIL LTD
PRECAM,EQ,INE484I01029,PRECISION CAMSHAFTS LTD.
PRECOT,EQ,INE283A01014,PRECOT LIMITED
PRECWIRE,EQ,INE372C01037,PRECISION WIRES INDIA LTD
PREMCO,EQ,INE001E01012,PREMCO GLOBAL LTD.
PREMEXPLN,EQ,INE863B01029,PREMIER EXPLOSIVES LTD
PREMIERENE,EQ,INE0BS701011,PREMIER ENERGIES LIMITED
PREMIERPOL,EQ,INE309M01020,PREMIER POLYFILM LTD
PRESTIGE,EQ,INE811K01011,PRESTIGE ESTATE LTD
PRICOLLTD,EQ,INE726V01018,PRICOL LIMITED
PRIMESECU,EQ,INE032B01021,PRIME SECURITIES LIMITED
PRIMO,EQ,INE607A01022,PRIMO CHEMICALS LIMITED
PRINCEPIPE,EQ,INE689W01016,PRINCE PIPES FITTINGS LTD
PRISMX,EQ,INE286N01028,PRISMX GLOBAL VENTURES L
PRITI,EQ,INE974Z01015,PRITI INTERNATIONAL LTD
PRIVISCL,EQ,INE959A01019,PRIVI SPECIALITY CHE LTD
PROSTARM,EQ,INE0BX301013,PROSTARM INFO SYSTEMS LTD
PROTEAN,EQ,INE004A01022,PROTEAN EGOV TECHNO LTD
PROZONER,EQ,INE195N01013,PROZONE REALTY LIMITED
PRSMJOHNSN,EQ,INE010A01011,PRISM JOHNSON LIMITED
PRUDENT,EQ,INE00F201020,PRUDENT CORP ADV SER LTD
PSB,EQ,INE608A01012,PUNJAB & SIND BANK
PSPPROJECT,EQ,INE488V01015,PSP PROJECTS LIMITED
PSUBANK,EQ,INF174KA1A86,KOTAK PSU BANK
PSUBANKADD,EQ,INF740KA1SY9,DSPAMC - DSPPSBKETF
PSUBNKBEES,EQ,INF204KB16I7,NIP IND ETF PSU BANK BEES
PSUBNKIETF,EQ,INF109KC10S8,ICICIPRAMC - PSUBANKICI
PTC,EQ,INE877F01012,PTC INDIA LIMITED
PTCIL,EQ,INE596F01018,PTC INDUSTRIES LIMITED
PTL,EQ,INE034D01049,PTL ENTERPRISES LTD
PUNJABCHEM,EQ,INE277B01014,PUNJAB CHEM & CROP PROT L
PURVA,EQ,INE323I01011,PURAVANKARA LIMITED
PVP,EQ,INE362A01016,PVP VENTURES LIMITED
PVRINOX,EQ,INE191H01014,PVR INOX LIMITED
PVSL,EQ,INE772T01024,POPULAR VEHICLES N SER L
PVTBANIETF,EQ,INF109KC18U7,ICICIPRAMC - ICICIBANKP
PVTBANK,EQ,INF174KA1A94,KOTAKMAMC - PVTBANK
PVTBANKADD,EQ,INF740KA1TA7,DSPAMC - DSPPVBKETF
PVTBKGROWW,EQ,INF666M01OT5,GROWWAMC - PVTBKGROWW
PWL,EQ,INE0LP301011,PHYSICSWALLAH LIMITED
PYRAMID,EQ,INE0MIS01010,PYRAMID TECHNOPLAST LTD
QGOLDHALF,EQ,INF082J01408,QUANTUM GOLD ETF
QNIFTY,EQ,INF082J01499,QUANTUM NIFTY 50 ETF
QPOWER,EQ,INE0SII01026,QUALITY POWER ELEC EQUP L
QUADFUTURE,EQ,INE0LRY01011,QUADRANT FUTURE TEK LTD
QUAL30IETF,EQ,INF109KC18V5,ICICIPRAMC - ICICIQTY30
QUALITY30,EQ,INF174KA1WT6,KOTAKMAMC - QUALITY30
QUESS,EQ,INE615P01015,QUESS CORP LIMITED
QUICKHEAL,EQ,INE306L01010,QUICK HEAL TECH LTD
QUINT,EQ,INE641R01017,QUINT DIGITAL LTD.
RACE,EQ,INE084Q01012,RACE ECO CHAIN LIMITED
RACLGEAR,EQ,INE704B01017,RACL GEARTECH LIMITED
RADAAN,EQ,INE874F01027,RADAAN MEDIAWORKS (I) LTD
RADIANTCMS,EQ,INE855R01021,RADIANT CASH MGMT SER LTD
RADICO,EQ,INE944F01028,RADICO KHAITAN LTD
RADIOCITY,EQ,INE919I01024,MUSIC BROADCAST LIMITED
RAILTEL,EQ,INE0DD101019,RAILTEL CORP OF IND LTD
RAIN,EQ,INE855B01025,RAIN INDUSTRIES LIMITED
RAINBOW,EQ,INE961O01016,RAINBOW CHILDRENS MED LTD
RAJMET,EQ,INE00KV01022,RAJNANDINI METAL LIMITED
RAJPALAYAM,EQ,INE296E01026,RAJAPALAYAM MILLS LTD.
RAJRATAN,EQ,INE451D01029,RAJRATAN GLOBAL WIRE LTD
RAJSREESUG,EQ,INE562B01019,RAJSHREE SUGAR & CHEMICAL
RAJTV,EQ,INE952H01027,RAJ TV NETWORK LTD
RALLIS,EQ,INE613A01020,RALLIS INDIA LTD
RAMANEWS,EQ,INE278B01020,SHREE RAMA NEWSPRINT LTD
RAMAPHO,EQ,INE809A01032,RAMA PHOSPHATES LIMITED
RAMBHAJO,EQ,INE1SJO01012,ADVIT JEWELS LIMITED
RAMCOCEM,EQ,INE331A01037,THE RAMCO CEMENTS LIMITED
RAMCOIND,EQ,INE614A01028,RAMCO INDUSTRIES LIMITED
RAMCOSYS,EQ,INE246B01019,RAMCO SYSTEMS LTD.
RAMKY,EQ,INE874I01013,RAMKY INFRA LTD
RAMRAT,EQ,INE207E01023,RAM RATNA WIRES LIMITED
RANASUG,EQ,INE625B01014,RANA SUGARS LTD.
RANEHOLDIN,EQ,INE384A01010,RANE HOLDINGS LIMITED
RATEGAIN,EQ,INE0CLI01024,RATEGAIN TRAVEL TECHN LTD
RATNAMANI,EQ,INE703B01027,RATNAMANI MET & TUB LTD.
RATNAVEER,EQ,INE05CZ01011,RATNAVEER PRECISION ENG L
RAYMOND,EQ,INE301A01014,RAYMOND LTD
RAYMONDLSL,EQ,INE02ID01020,RAYMOND LIFESTYLE LIMITED
RAYMONDREL,EQ,INE1SY401010,RAYMOND REALTY LIMITED
RBA,EQ,INE07T201019,RESTAURANT BRAND ASIA LTD
RBLBANK,EQ,INE976G01028,RBL BANK LIMITED
RCF,EQ,INE027A01015,RASHTRIYA CHEMICALS & FER
RECLTD,EQ,INE020B01018,REC LIMITED
REDINGTON,EQ,INE891D01026,REDINGTON LIMITED
REDTAPE,EQ,INE0LXT01019,REDTAPE LIMITED
REFEX,EQ,INE056I01025,REFEX INDUSTRIES LIMITED
REGAAL,EQ,INE0MHO01029,REGAAL RESOURCES LIMITED
REGENCERAM,EQ,INE277C01012,REGENCY CERAMICS LTD.
RELAXO,EQ,INE131B01039,RELAXO FOOT LTD.
RELCHEMQ,EQ,INE750D01016,RELIANCE CHEMOTEX IND LTD
RELIABLE,EQ,INE375Y01018,RELIABLE DATA SERVICE LTD
RELIANCE,EQ,INE002A01018,RELIANCE INDUSTRIES LTD
RELIGARE,EQ,INE621H01010,RELIGARE ENTER. LTD.
RELTD,EQ,INE206N01018,RAVINDRA ENERGY LIMITED
REMSONSIND,EQ,INE474C01023,REMSONS INDUSTRIES LTD
RENTOMOJO,EQ,INE08T701025,RENTOMOJO LIMITED
RENUKA,EQ,INE087H01022,SHREE RENUKA SUGARS LTD
REPCOHOME,EQ,INE612J01015,REPCO HOME FINANCE LTD
REPRO,EQ,INE461B01014,REPRO INDIA LIMITED
RESPONIND,EQ,INE688D01026,RESPONSIVE INDUSTRIES LTD
RETAIL,EQ,INE03DD01011,JHS SVENDGAARD RETAIL V L
RGL,EQ,INE722H01024,RENAISSANCE GLOBAL LTD
RHETAN,EQ,INE0KKN01029,RHETAN TMT LIMITED
RHIM,EQ,INE743M01012,RHI MAGNESITA INDIA LTD
RHL,EQ,INE508K01013,ROBUST HOTELS LIMITED
RICOAUTO,EQ,INE209B01025,RICO AUTO INDUSTRIES LTD
RIIL,EQ,INE046A01015,RELIANCE INDUSTRIAL INFRA
RIR,EQ,INE302D01024,RIR POWER ELECTRONICS L
RISHABH,EQ,INE0N2P01017,RISHABH INSTRUMENTS LTD
RITCO,EQ,INE01EG01016,RITCO LOGISTICS LIMITED
RITES,EQ,INE320J01015,RITES LIMITED
RKDL,EQ,INE722J01012,RAVI KUMAR DIST. LTD.
RKEC,EQ,INE786W01010,RKEC PROJECTS LIMITED
RKFORGE,EQ,INE399G01023,RAMKRISHNA FORGINGS LTD
RKSWAMY,EQ,INE0NQ801033,R K SWAMY LIMITED
RMC,EQ,INE655V01019,RMC SWITCHGEARS LIMITED
RML,EQ,INE050H01012,RANE (MADRAS) LIMITED
ROHLTD,EQ,INE283H01019,ROYAL ORCHID HOTELS LTD
ROLEXRINGS,EQ,INE645S01024,ROLEX RINGS LIMITED
ROML,EQ,INE294G01026,RAJ OIL MILLS LIMITED
ROSSARI,EQ,INE02A801020,ROSSARI BIOTECH LIMITED
ROSSELLIND,EQ,INE847C01020,ROSSELL INDIA LIMITED
ROSSTECH,EQ,INE0OJW01016,ROSSELL TECHSYS LIMITED
ROTO,EQ,INE535D01037,ROTO PUMPS LIMITED
ROUTE,EQ,INE450U01017,ROUTE MOBILE LIMITED
RPEL,EQ,INE912T01018,RAGHAV PRODUCTIVITY ENH L
RPGLIFE,EQ,INE105J01010,RPG LIFE SCIENCES LTD
RPOWER,EQ,INE614G01033,RELIANCE POWER LTD.
RPPINFRA,EQ,INE324L01013,R.P.P INFRA PROJECTS LTD
RPSGVENT,EQ,INE425Y01011,RPSG VENTURES LIMITED
RPTECH,EQ,INE0J1F01024,RASHI PERIPHERALS LIMITED
RRECL,EQ,INE0AK901016,RDB REAL ESTATE CONS L
RRIL,EQ,INE951M01037,R R I L LTD.
RRKABEL,EQ,INE777K01022,R R KABEL LIMITED
RSL,EQ,INE313L01016,RAJPUTANA STAINLESS LTD
RSSOFTWARE,EQ,INE165B01029,R. S. SOFTWARE (INDIA) LI
RSYSTEMS,EQ,INE411H01032,R SYS INTERNATIONAL LTD
RTNINDIA,EQ,INE834M01019,RATTANINDIA ENT LIMITED
RTNPOWER,EQ,INE399K01017,RATTANINDIA POWER LIMITED
RTSPOWR,EQ,INE005C01017,R T S POWER CORPN. LTD.
RUBFILA,EQ,INE642C01025,RUBFILA INTERNATIONAL LTD
RUBICON,EQ,INE506V01022,RUBICON RESEARCH LIMITED
RUBYMILLS,EQ,INE301D01026,THE RUBY MILLS LTD
RUCHINFRA,EQ,INE413B01023,RUCHI INFRASTRUCTURE LTD
RUCHIRA,EQ,INE803H01014,RUCHIRA PAPERS LIMITED
RUDRA,EQ,INE027T01023,RUDRA GLOBAL INFRA PROD L
RUPA,EQ,INE895B01021,RUPA & COMPANY LTD
RUSHIL,EQ,INE573K01025,RUSHIL DECOR LIMITED
RUSTOMJEE,EQ,INE263M01029,KEYSTONE REALTORS LIMITED
RVHL,EQ,INE09E501017,RAVINDER HEIGHTS LIMITED
RVNL,EQ,INE415G01027,RAIL VIKAS NIGAM LIMITED
RVTH,EQ,INE0DAB01012,REVATHI EQUIPMENT INDIA L
S&SPOWER,EQ,INE902B01017,S&S POWER SWITCHGEARS LTD
SAATVIKGL,EQ,INE13B501022,SAATVIK GREEN ENERGY LTD
SAB,EQ,INE137M01017,S A B INDUSTRIES LTD.
SADBHAV,EQ,INE226H01026,SADBHAV ENGINEERING LTD
SADBHIN,EQ,INE764L01010,SADBHAV INFRA PROJ LTD.
SAFARI,EQ,INE429E01023,SAFARI IND (INDIA) LTD
SAGARDEEP,EQ,INE976T01013,SAGARDEEP ALLOYS LIMITED
SAGCEM,EQ,INE229C01021,SAGAR CEMENTS LIMITED
SAGILITY,EQ,INE0W2G01015,SAGILITY LIMITED
SAHLIBHFI,EQ,INE861D01011,SHALIBHADRA FINANCE LTD
SAHYADRI,EQ,INE280H01015,SAHYADRI INDUSTRIES LTD
SAICAPI,EQ,INE531X01018,SAI CAPITAL LTD.
SAIL,EQ,INE114A01011,STEEL AUTHORITY OF INDIA
SAILIFE,EQ,INE570L01029,SAI LIFE SCIENCES LIMITED
SAIPARENT,EQ,INE0H9F01037,SAI PARENTERALS LIMITED
SAKAR,EQ,INE732S01012,SAKAR HEALTHCARE LIMITED
SAKHTISUG,EQ,INE623A01011,SAKTHI SUGARS LTD
SAKSOFT,EQ,INE667G01023,SAKSOFT LIMITED
SAKUMA,EQ,INE190H01024,SAKUMA EXPORTS LIMITED
SALASAR,EQ,INE170V01027,SALASAR TECHNO ENGG. LTD.
SALONA,EQ,INE498E01010,SALONA COTSPIN LTD.
SALSTEEL,EQ,INE658G01014,S.A.L. STEEL LTD.
SALZERELEC,EQ,INE457F01013,SALZER ELECTRONICS LTD
SAMBANDAM,EQ,INE304D01012,SAMBANDAM SPINNING MILL L
SAMBHAAV,EQ,INE699B01027,SAMBHAAV MEDIA LTD
SAMBHV,EQ,INE12NJ01018,SAMBHV STEEL TUBES LTD
SAMHI,EQ,INE08U801020,SAMHI HOTELS LIMITED
SAMMAANCAP,EQ,INE148I01020,SAMMAAN CAPITAL LIMITED
SAMPANN,EQ,INE735M01018,SAMPANN UTPADAN INDIA LTD
SANATHAN,EQ,INE0JPD01013,SANATHAN TEXTILES LIMITED
SANDESH,EQ,INE583B01015,SANDESH LTD
SANDHAR,EQ,INE278H01035,SANDHAR TECHNOLOGIES LTD
SANDUMA,EQ,INE149K01016,SANDUR MANG & IRON ORES L
SANGAMIND,EQ,INE495C01010,SANGAM (INDIA) LTD
SANGHVIMOV,EQ,INE989A01032,SANGHVI MOVERS LTD
SANOFI,EQ,INE058A01010,SANOFI INDIA LIMITED
SANOFICONR,EQ,INE0UOS01011,SANOFI CONS HEALTHC IND L
SANSERA,EQ,INE953O01021,SANSERA ENGINEERING LTD
SANSTAR,EQ,INE08NE01025,SANSTAR LIMITED
SAPPHIRE,EQ,INE806T01020,SAPPHIRE FOODS INDIA LTD
SAPPL,EQ,INE185C01017,SHREE AJIT PULP & PAPER L
SARDAEN,EQ,INE385C01021,SARDA ENERGY & MIN LTD
SAREGAMA,EQ,INE979A01025,SAREGAMA INDIA LIMITED
SARLAPOLY,EQ,INE453D01025,SARLA PERF. FIBERS LTD
SARVESHWAR,EQ,INE324X01026,SARVESHWAR FOODS LIMITED
SASKEN,EQ,INE231F01020,SASKEN TECHNOLOGIES LTD
SATIA,EQ,INE170E01023,SATIA INDUSTRIES LIMITED
SATIN,EQ,INE836B01017,SATIN CREDIT NET LTD
SAURASHCEM,EQ,INE626A01014,SAURASHTRA CEMENT LIMITED
SAYAJIHOTL,EQ,INE318C01014,SAYAJI HOTELS LTD.
SAYAJIIND,EQ,INE327G01032,SAYAJI INDUSTRIES LTD.
SBC,EQ,INE04AK01028,SBC EXPORTS LIMITED
SBCL,EQ,INE386D01027,SHIVALIK BIMETAL CON. LTD
SBFC,EQ,INE423Y01016,SBFC FINANCE LIMITED
SBGLP,EQ,INE05ST01028,SURATWWALA BUS GROUP LTD
SBIBPB,EQ,INF200KB1712,SBIAMC - SBIBPB
SBICARD,EQ,INE018E01016,SBI CARDS & PAY SER LTD
SBIETFCON,EQ,INF200KA1X17,SBIAMC - SBIETFCON
SBIETFIT,EQ,INF200KA1S14,SBIAMC - SBIETFIT
SBIETFPB,EQ,INF200KA1S22,SBIAMC - SBIETFPB
SBIETFQLTY,EQ,INF200KA1WX6,SBIAMC - SBIETFQLTY
SBIFUNDS,EQ,INE640G01020,SBI FUNDS MANAGEMENT LTD
SBILIFE,EQ,INE123W01016,SBI LIFE INSURANCE CO LTD
SBILIQETF,EQ,INF200KB1969,SBIAMC - SBILIQETF
SBIMIDMOM,EQ,INF200KB1AJ0,SBIAMC - SBIMIDMOM
SBIN,EQ,INE062A01020,STATE BANK OF INDIA
SBINEQWETF,EQ,INF200KB1282,SBIAMC - SBINEQWETF
SBINMID150,EQ,INF200KB1AK8,SBIAMC - SBINMID150
SBISILVER,EQ,INF200KB1217,SBIAMC - SBISILVER
SBISMLETF,EQ,INF200KB1AY9,SBIAMC - SBISMLETF
SBIVALETF,EQ,INF200KB1AX1,SBIAMC - SBIVALETF
SCHAEFFLER,EQ,INE513A01022,SCHAEFFLER INDIA LIMITED
SCHAND,EQ,INE807K01035,S CHAND AND COMPANY LTD
SCHNEIDER,EQ,INE839M01018,SCHNEIDER ELECTRIC INFRA
SCI,EQ,INE109A01011,SHIPPING CORP OF INDIA LT
SCILAL,EQ,INE0PB301013,SHIPPING CORP OF ILA LTD
SCODATUBES,EQ,INE090501011,SCODA TUBES LIMITED
SDBL,EQ,INE480C01038,SOM DIST & BREW LTD
SEAMECLTD,EQ,INE497B01018,SEAMEC LIMITED
SECLEDBETA,EQ,INF789F1AH42,UTIAMC - SECLEDBETA
SECMARK,EQ,INE0BTM01013,SECMARK CONSULTANCY LTD
SECURKLOUD,EQ,INE650K01021,SECUREKLOUD TECH LIMITED
SEDEMAC,EQ,INE00XB01019,SEDEMAC MECHATRONICS LTD
SEIL,EQ,INE440T01028,SHANTI EDU INITIATIVES L
SEJALLTD,EQ,INE955I01044,SEJAL GLASS LIMITED
