symbol,series,isin,name
CSM,EQ,INE0ZK601013,CSM TECHNOLOGIES LIMITED
CUB,EQ,INE491A01021,CITY UNION BANK LTD
CUBEXTUB,EQ,INE144D01012,CUBEX TUBINGS LTD
CUMMINSIND,EQ,INE298A01020,CUMMINS INDIA LTD
CUPID,EQ,INE509F01029,CUPID LIMITED
CYIENT,EQ,INE136B01020,CYIENT LIMITED
CYIENTDLM,EQ,INE055S01018,CYIENT DLM LIMITED
DABUR,EQ,INE016A01026,DABUR INDIA LTD
DALBHARAT,EQ,INE00R701025,DALMIA BHARAT LIMITED
DALMIASUG,EQ,INE495A01022,DALMIA BHARAT SUG IN LTD
DAMCAPITAL,EQ,INE284H01025,DAM CAPITAL ADVISORS LTD
DANGEE,EQ,INE688Y01022,DANGEE DUMS LIMITED
DATAMATICS,EQ,INE365B01017,DATAMATICS GLOBAL SER LTD
DATAPATTNS,EQ,INE0IX101010,DATA PATTERNS INDIA LTD
DAVANGERE,EQ,INE179G01029,DAVANGERE SUGAR COMPANY L
DBCORP,EQ,INE950I01011,D.B.CORP LTD
DBEIL,EQ,INE0OPA01027,DEEPAK BUILDERS & ENG I L
DBL,EQ,INE917M01012,DILIP BUILDCON LIMITED
DBOL,EQ,INE0I3401014,DHAMPUR BIO ORGANICS LTD
DBREALTY,EQ,INE879I01012,VALOR ESTATE LIMITED
DCAL,EQ,INE385W01011,DISHMAN CARBO AMCIS LTD
DCBBANK,EQ,INE503A01015,DCB BANK LIMITED
DCI,EQ,INE0A1101019,DC INFOTECH AND COMUN LTD
DCM,EQ,INE498A01018,DCM LTD
DCMFINSERV,EQ,INE891B01012,DCM FINANCIAL SERVICES LT
DCMNVL,EQ,INE08KP01019,DCM NOUVELLE LIMITED
DCMSHRIRAM,EQ,INE499A01024,DCM SHRIRAM LIMITED
DCMSIL,EQ,INE0OU201013,DCM SHRIRAM INTERNATNL L
DCMSRIND,EQ,INE843D01027,DCM SHRIRAM IND LTD
DCW,EQ,INE500A01029,DCW LTD
DCXINDIA,EQ,INE0KL801015,DCX SYSTEMS LIMITED
DDEVPLSTIK,EQ,INE0HR601026,DDEV PLASTIKS IND LTD
DECCANCE,EQ,INE583C01021,DECCAN CEMENTS LIMITED
DECNGOLD,EQ,INE945F01025,DECCAN GOLD MINES LTD.
DEEDEV,EQ,INE841L01016,DEE DEVELOPMENT ENG LTD
DEEP,EQ,INE00IY01012,DEEP POLYMERS LTD.
DEEPA,EQ,INE1M2N01020,DEEPA JEWELLERS LIMITED
DEEPAKFERT,EQ,INE501A01019,DEEPAK FERTILIZERS & PETR
DEEPAKNTR,EQ,INE288B01029,DEEPAK NITRITE LTD
DEEPINDS,EQ,INE0FHS01024,DEEP INDUSTRIES LIMITED
DEFENCE,EQ,INF769K01QC2,MIRAEAMC - DEFENCE
DELHIVERY,EQ,INE148O01028,DELHIVERY LIMITED
DELTACORP,EQ,INE124G01033,DELTA CORP LIMITED
DELTAMAGNT,EQ,INE393A01011,DELTA MANUFACTURING LTD
DEN,EQ,INE947J01015,DEN NETWORKS LTD
DENORA,EQ,INE244A01016,DE NORA INDIA LIMITED
DENTA,EQ,INE0R4L01018,DENTA WATER N INFRA SOL L
DEVIT,EQ,INE060X01034,DEV INFO TECHNOLOGY LTD
DEVX,EQ,INE0VOV01021,DEV ACCELERATOR LIMITED
DEVYANI,EQ,INE872J01023,DEVYANI INTERNATIONAL LTD
DGCONTENT,EQ,INE03JI01017,DIGICONTENT LIMITED
DHAMPURSUG,EQ,INE041A01016,DHAMPUR SUGAR MILLS LTD.
DHANBANK,EQ,INE680A01011,DHANLAXMI BANK LIMITED
DHANUKA,EQ,INE435G01025,DHANUKA AGRITECH LTD
DHARMAJ,EQ,INE00OQ01016,DHARMAJ CROP GUARD LTD
DHATRE,EQ,INE715T01031,DHATRE UDYOG LTD.
DHOOTTRANS,EQ,INE01NH01023,DHOOT TRANSMISSION LTD
DHRUV,EQ,INE506Z01015,DHRUV CONSULTANCY SER LTD
DHUNINV,EQ,INE320L01011,DHUNSERI INVESTMENTS LTD
DIAMINESQ,EQ,INE591D01014,DIAMINES & CHEMICALS LTD
DIAMONDYD,EQ,INE393P01035,PRATAAP SNACKS LIMITED
DICIND,EQ,INE303A01010,DIC INDIA LIMITED
DIFFNKG,EQ,INE184O01015,DIFFUSION ENGINEERS LTD
DIGIDRIVE,EQ,INE0PSC01024,DIGIDRIVE DISTRIBUTORS L
DIGISPICE,EQ,INE927C01020,DIGISPICE TECHNOLOGIES LT
DIGITIDE,EQ,INE0U4701011,DIGITIDE SOLUTIONS LTD
DISAQ,EQ,INE131C01011,DISA INDIA LTD.
DISHTV,EQ,INE836F01026,DISH TV INDIA LTD.
DIVGIITTS,EQ,INE753U01022,DIVGI TORQTRANSFER SYST L
DIVIDEND,EQ,INF769K01PY8,MIRAEAMC - DIVIDEND
DIVISLAB,EQ,INE361B01024,DIVI S LABORATORIES LTD
DIVOPPBEES,EQ,INF204KA1MS3,NIP IND ETF DIV OPP
DIXON,EQ,INE935N01020,DIXON TECHNO (INDIA) LTD
DJML,EQ,INE0B1K01014,DJ MEDIAPRINT & LOG LTD
DLF,EQ,INE271C01023,DLF LIMITED
DLINKINDIA,EQ,INE250K01012,D-LINK INDIA LTD
DMART,EQ,INE192R01011,AVENUE SUPERMARTS LIMITED
DMCC,EQ,INE505A01010,DMCC SPECIALITY CHEMICALS
DNAMEDIA,EQ,INE016M01021,DILIGENT MEDIA CORP LTD.
DODLA,EQ,INE021O01019,DODLA DAIRY LIMITED
DOLATALGO,EQ,INE966A01022,DOLAT ALGOTECH LIMITED
DOLLAR,EQ,INE325C01035,DOLLAR INDUSTRIES LIMITED
DOLLEX,EQ,INE0JHH01011,DOLLEX AGROTECH LIMITED
DOLPHIN,EQ,INE920A01037,DOLPHIN OFF ENT (IND) L
DOMS,EQ,INE321T01012,DOMS INDUSTRIES LIMITED
DONEAR,EQ,INE668D01028,DONEAR IND. LIMITED
DPABHUSHAN,EQ,INE266Y01019,D. P. ABHUSHAN LIMITED
DRAGARWQ,EQ,INE934C01018,DR. AGARWAL'S EYE HOSP L
DRCSYSTEMS,EQ,INE03RS01027,DRC SYSTEMS INDIA LIMITED
DREAMFOLKS,EQ,INE0JS101016,DREAMFOLKS SERVICES LTD
DREDGECORP,EQ,INE506A01018,DREDGING CORP OF INDIA
DRREDDY,EQ,INE089A01031,DR. REDDY S LABORATORIES
DSSL,EQ,INE417B01040,DYNACONS SYS & SOLN LTD
DUCON,EQ,INE741L01018,DUCON INFRATECHNOLOGIES L
DVL,EQ,INE477B01010,DHUNSERI VENTURES LIMITED
DWARKESH,EQ,INE366A01041,DWARIKESH SUGAR IND LTD
DYCL,EQ,INE600Y01019,DYNAMIC CABLES LIMITED
DYNAMATECH,EQ,INE221B01012,DYNAMATIC TECHNOLOGIES
DYNPRO,EQ,INE256H01015,DYNEMIC PRODUCTS LIMITED
EASEMYTRIP,EQ,INE07O001026,EASY TRIP PLANNERS LTD
EASTWEST,EQ,INE595R01023,EAST WEST FREIGHT CARRI L
EBANK10,EQ,INF754K01XH9,EDELAMC - EBANK10
EBANKNIFTY,EQ,INF754K01TE4,EDELAMC - EBANKNIFTY
EBBETF0430,EQ,INF754K01KO2,EDELAMC - EBBETF0430
EBBETF0431,EQ,INF754K01LE1,EDELAMC - EBBETF0431
EBBETF0433,EQ,INF754K01QX0,EDELAMC - EBBETF0433
EBGNG,EQ,INE18JU01028,GNG ELECTRONICS LIMITED
ECAPINSURE,EQ,INF754K01TX4,EDELAMC - ECAPINSURE
ECLERX,EQ,INE738I01010,ECLERX SERVICES LTD
ECORECO,EQ,INE316A01038,ECO RECYCLING LTD.
ECOSMOBLTY,EQ,INE06HJ01020,ECOS (INDIA) MOB & HOSP L
EDELWEISS,EQ,INE532F01054,EDELWEISS FIN SERV LTD
EFCIL,EQ,INE886D01026,EFC (I) LIMITED
EGOLD,EQ,INF754K01SE6,EDELAMC - EGOLD
EICHERMOT,EQ,INE066A01021,EICHER MOTORS LTD
EIDPARRY,EQ,INE126A01031,EID PARRY INDIA LTD
EIEL,EQ,INE0LLY01014,ENVIRO INFRA ENGINEERS L
EIHAHOTELS,EQ,INE276C01014,EIH ASSOCIATED HOTELS LTD
EIHOTEL,EQ,INE230A01023,EIH LIMITED
EIMCOELECO,EQ,INE158B01016,EIMCO ELECON (INDIA) LTD
EKC,EQ,INE184H01027,EVEREST KANTO CYLINDERLTD
EKI,EQ,INE0CPR01018,EKI ENERGY SERVICES LTD
ELANTAS,EQ,INE280B01018,ELANTAS BECK INDIA LTD.
ELCIDIN,EQ,INE927X01018,ELCID INVESTMENTS LTD.
ELDEHSG,EQ,INE668G01021,ELDECO HSG & IND LTD.
ELECON,EQ,INE205B01031,ELECON ENG. CO. LTD
ELECTCAST,EQ,INE086A01029,ELECTROSTEEL CASTINGS LTD
ELECTHERM,EQ,INE822G01016,ELECTROTHERM (I) LTD.
ELGIEQUIP,EQ,INE285A01027,ELGI EQUIPMENTS LTD
ELGIRUBCO,EQ,INE819L01012,ELGI RUBBER CO. LTD
ELIN,EQ,INE050401020,ELIN ELECTRONICS LIMITED
ELIQUID,EQ,INF754K01VW2,EDELAMC - ELIQUID
ELITECON,EQ,INE669R01026,ELITECON INTERNATIONAL L
ELLEN,EQ,INE236E01022,ELLENBARRIE INDUS GASES L
ELM250,EQ,INF754K01VV4,EDELAMC - ELM250
ELMDIV,EQ,INF754K01XI7,EDELAMC - ELMDIV
ELPROINTL,EQ,INE579B01039,ELPRO INTERNATIONAL LTD
EMAMILTD,EQ,INE548C01032,EMAMI LIMITED
EMAMIREAL,EQ,INE778K01012,EMAMI REALTY LIMITED
EMBDL,EQ,INE069I01010,EMBASSY DEVELOPMENTS LTD
EMCURE,EQ,INE168P01015,EMCURE PHARMACEUTICALS L
EMETAL,EQ,INF754K01XG1,EDELAMC - EMETAL
EMIL,EQ,INE02YR01019,ELECTRONICS MART IND LTD
EMKAY,EQ,INE296H01011,EMKAY GLOBAL FIN SERV LTD
EMMVEE,EQ,INE1C6T01020,EMMVEE PHOTOVOLTAIC PWR L
EMPIND,EQ,INE515H01014,EMPIRE INDUSTRIES LTD.
EMPOWER,EQ,INE507F01023,EMPOWER INDIA LTD.
EMSLIMITED,EQ,INE0OV601013,EMS LIMITED
EMUDHRA,EQ,INE01QM01018,EMUDHRA LIMITED
EMULTIMQ,EQ,INF754K01TF1,EDELAMC - EMULTIMQ
ENDURANCE,EQ,INE913H01037,ENDURANCE TECHNO. LTD.
ENERGY,EQ,INF769K01PR2,MIRAEAMC - ENERGY
ENERGYAXIS,EQ,INF846KA1598,AXISAMC - ENERGYAXIS
ENERGYDEV,EQ,INE306C01019,ENERGY DEVE. CO.LTD
ENEXT50,EQ,INF754K01XF3,EDELAMC - ENEXT50
ENGINERSIN,EQ,INE510A01028,ENGINEERS INDIA LTD
ENIFTY,EQ,INF754K01VX0,EDELAMC - ENIFTY
ENIL,EQ,INE265F01028,ENTERTAIN NET. IND. LTD.
ENKEIWHEL,EQ,INE130L01014,ENKEI WHEELS (INDIA) LTD.
ENRIN,EQ,INE1NPP01017,SIEMENS ENERGY INDIA LTD
ENTERO,EQ,INE010601016,ENTERO HEALTHCARE SOLU L
EPACK,EQ,INE0G5901015,EPACK DURABLE LIMITED
EPACKPEB,EQ,INE0MLS01022,EPACK PREFAB TECHN LTD
EPIGRAL,EQ,INE071N01016,EPIGRAL LIMITED
EPL,EQ,INE255A01020,EPL LIMITED
EQUAL200,EQ,INF769K01OA1,MIRAEAMC - EQUAL200
EQUAL50,EQ,INF769K01OO2,MIRAEAMC - EQUAL50
EQUAL50ADD,EQ,INF740KA1QK2,DSPAMC - DSPNEWETF
EQUITASBNK,EQ,INE063P01018,EQUITAS SMALL FIN BNK LTD
ERIS,EQ,INE406M01024,ERIS LIFESCIENCES LIMITED
ESABINDIA,EQ,INE284A01012,ESAB INDIA LTD
ESCORTS,EQ,INE042A01014,ESCORTS KUBOTA LIMITED
ESDS,EQ,INE0DRI01029,ESDS SOFTWARE SOLUTION L
ESENSEX,EQ,INF754K01VY8,EDELAMC - ESENSEX
ESG,EQ,INF769K01GS9,MIRAEAMC - MAESGETF
ESILVER,EQ,INF754K01SF3,EDELAMC - ESILVER
ESSARSHPNG,EQ,INE122M01019,ESSAR SHIPPING LTD
ESSENTIA,EQ,INE418N01035,INTEGRA ESSENTIA LIMITED
ESTER,EQ,INE778B01029,ESTER INDUSTRIES LTD
ETERNAL,EQ,INE758T01015,ETERNAL LIMITED
ETHOSLTD,EQ,INE04TZ01018,ETHOS LIMITED
EUREKAFORB,EQ,INE0KCE01017,EUREKA FORBES LIMITED
EUROBOND,EQ,INE505V01016,EURO PANEL PRODUCTS LTD
EUROPRATIK,EQ,INE198501012,EURO PRATIK SALES LIMITED
EVEREADY,EQ,INE128A01029,EVEREADY INDS. IND.  LTD.
EVIETF,EQ,INF109K1A153,ICICIPRAMC - EVIETF
EVINDIA,EQ,INF769K01LQ3,MIRAEAMC - EVINDIA
EXCELINDUS,EQ,INE369A01029,EXCEL INDUSTRIES LTD
EXCELSOFT,EQ,INE606N01019,EXCELSOFT TECHNOLOGIES L
EXICOM,EQ,INE777F01014,EXICOM TELE SYSTEMS LTD
EXIDEIND,EQ,INE302A01020,EXIDE INDUSTRIES LTD
EXPLEOSOL,EQ,INE201K01015,EXPLEO SOLUTIONS LIMITED
EXXARO,EQ,INE0GFE01026,EXXARO TILES LIMITED
FABTECH,EQ,INE0HF201011,FABTECH TECHNOLOGIES LTD
FACT,EQ,INE188A01015,FACT LTD
FAZE3Q,EQ,INE963C01033,FAZE THREE LIMITED
FCL,EQ,INE045J01034,FINEOTEX CHEMICAL LIMITED
FCSSOFT,EQ,INE512B01022,FCS SOFTWARE SOLN. LTD.
FDC,EQ,INE258B01022,FDC LIMITED
FEDDERSHOL,EQ,INE417D01020,FEDDERS HOLDING LTD.
FEDERALBNK,EQ,INE171A01029,FEDERAL BANK LTD
FEDFINA,EQ,INE007N01010,FEDBANK FINANCIAL SER L
FERMENTA,EQ,INE225B01021,FERMENTA BIOTECH LTD.
FIBERWEB,EQ,INE296C01020,FIBERWEB INDIA LIMITED
FIEMIND,EQ,INE737H01014,FIEM INDUSTRIES LIMITED
FILATEX,EQ,INE816B01035,FILATEX INDIA LTD
FILATFASH,EQ,INE185E01021,FILATEX FASHIONS LIMITED
FINCABLES,EQ,INE235A01022,FINOLEX CABLES LTD
FINEORG,EQ,INE686Y01026,FINE ORGANIC IND. LTD.
FINIETF,EQ,INF109KC17L8,ICICIPRAMC-ICICIFIN
FINKURVE,EQ,INE734I01027,FINKURVE FINANCIAL SERV L
FINOPB,EQ,INE02NC01014,FINO PAYMENTS BANK LTD
FINPIPE,EQ,INE183A01024,FINOLEX INDUSTRIES LTD
FIRSTCRY,EQ,INE02RE01045,BRAINBEES SOLUTIONS LTD
FISCHER,EQ,INE771F01041,FISCHER MEDICAL VENTURE L
FIVESTAR,EQ,INE128S01021,FIVE-STAR BUS FIN LTD
FLAIR,EQ,INE00Y201027,FLAIR WRITING INDUST LTD
FLEXIADD,EQ,INF740KA1WU9,DSPAMC - FLEXIADD
FLUOROCHEM,EQ,INE09N301011,GUJARAT FLUOROCHEM LTD
FMCGADD,EQ,INF740KA1ZA4,DSPAMC - FMCGADD
FMCGIETF,EQ,INF109KC19V3,ICICIPRAMC - ICICIFMCG
FMGOETZE,EQ,INE529A01010,FEDERAL-MOGUL GOETZE (IND
FMNL,EQ,INE360L01017,FUTURE MKT NETWORKS LTD
FOODSIN,EQ,INE976E01023,FOODS & INNS LIMITED
FORCEMOT,EQ,INE451A01017,FORCE MOTORS LIMITED
FORTIS,EQ,INE061F01013,FORTIS HEALTHCARE LTD
FOSECOIND,EQ,INE519A01011,FOSECO INDIA LTD
FRACTAL,EQ,INE212S01015,FRACTAL ANALYTICS LIMITED
FREDUN,EQ,INE194R01017,FREDUN PHARMACEUTICALS L
FRONTSP,EQ,INE572D01014,FRONTIER SPRINGS LTD.
FSL,EQ,INE684F01012,FIRSTSOURCE SOLU. LTD.
FUSION,EQ,INE139R01012,FUSION FINANCE LIMITED
GABRIEL,EQ,INE524A01029,GABRIEL INDIA LTD
GAEL,EQ,INE036B01030,GUJARAT AMBUJA EXPORTS LT
GAIL,EQ,INE129A01019,GAIL (INDIA) LTD
GAJA,EQ,INE18UN01038,GAJA ALT ASSET MGT LTD
GALAPREC,EQ,INE0RE001014,GALA PRECISION ENG LTD
GALAXYSURF,EQ,INE600K01018,GALAXY SURFACTANTS LTD
GALLANTT,EQ,INE297H01019,GALLANTT ISPAT LIMITED
GANDHAR,EQ,INE717W01049,GANDHAR OIL REFINE IND L
GANDHITUBE,EQ,INE524B01027,GANDHI SPL. TUBES LTD
GANECOS,EQ,INE845D01014,GANESHA ECOSPHERE LIMITED
GANESHCP,EQ,INE652V01016,GANESH CONSUMER PRODUCT L
GANESHHOU,EQ,INE460C01014,GANESH HOUSING LIMITED
GANGAFORGE,EQ,INE691Z01023,GANGA FORGING LIMITED
GANGESSECU,EQ,INE335W01016,GANGES SECURITIES LIMITED
GARFIBRES,EQ,INE276A01018,GARWARE TECH FIBRES LTD
GARUDA,EQ,INE0JVO01026,GARUDA CONSTRUCT N ENG L
GATEWAY,EQ,INE079J01017,GATEWAY DISTRIPARKS LTD
GAUDIUMIVF,EQ,INE0P8B01020,GAUDIUM IVF N WOMEN H L
GAYAHWS,EQ,INE287Z01012,GAYATRI HIGHWAYS LIMITED
GAYAPROJ,EQ,INE336H01023,GAYATRI PROJECTS LTD
GCSL,EQ,INE199P01028,GRETEX CORPORATE SERVICES
GEEKAYWIRE,EQ,INE669X01032,GEEKAY WIRES LIMITED
GEMAROMA,EQ,INE06XZ01023,GEM AROMATICS LIMITED
GENCON,EQ,INE854S01022,GENERIC ENG CONS PROJ LTD
GENESYS,EQ,INE727B01026,GENESYS INTL CORPN LTD
GENUSPAPER,EQ,INE949P01018,GENUS P&B LIMITED
GENUSPOWER,EQ,INE955D01029,GENUS POWER INFRASTRU LTD
GEOJITFSL,EQ,INE007B01023,GEOJIT FINANCIAL SER L
GESHIP,EQ,INE017A01032,THE GE SHPG.LTD
GFLLIMITED,EQ,INE538A01037,GFL LIMITED
GHCL,EQ,INE539A01019,GHCL LIMITED
GHCLTEXTIL,EQ,INE0PA801013,GHCL TEXTILES LIMITED
GICHSGFIN,EQ,INE289B01019,GIC HOUSING FINANCE LTD
GICRE,EQ,INE481Y01014,GENERAL INS CORP OF INDIA
GILLANDERS,EQ,INE047B01011,GILLANDERS ARBUTHNOT LTD
GILLETTE,EQ,INE322A01010,GILLETTE INDIA LTD
GILT10BETA,EQ,INF789F1AZF3,UTIAMC-GILT10BETA
GILT5BETA,EQ,INF789F1AZE6,UTIAMC-GILT5BETA
GILT5YBEES,EQ,INF204KC1030,RELCAPAMC - NETFGILT5Y
GIPCL,EQ,INE162A01010,GUJ IND POW CO. LTD
GKB,EQ,INE265D01015,GKB OPHTHALMICS LTD.
GKENERGY,EQ,INE1AG301022,GK ENERGY LIMITED
GKSL,EQ,INE0V0W01025,GUJARAT KIDNEY N SUP SP L
GKWLIMITED,EQ,INE528A01020,GKW LIMITED
GLAND,EQ,INE068V01023,GLAND PHARMA LIMITED
GLASSWALL,EQ,INE644Q01039,GLASS WALL SYSTEM (I) LTD
GLAXO,EQ,INE159A01016,GLAXOSMITHKLINE PHARMA LT
GLENMARK,EQ,INE935A01035,GLENMARK PHARMACEUTICALS
GLFL,EQ,INE540A01017,GUJARAT LEASE FINANCING L
GLOBAL,EQ,INE291W01037,GLOBAL EDUCATION LIMITED
GLOBALE,EQ,INE0URU01010,GLOBALE TESSILE LIMITED
GLOBALVECT,EQ,INE792H01019,GLOBAL VEC HELICORP LTD
GLOBE,EQ,INE581X01021,GLOBE ENTERPRISE (I) LTD
GLOBECIVIL,EQ,INE0V3U01015,GLOBE CIVIL PROJECTS LTD
GLOBUSSPR,EQ,INE615I01010,GLOBUS SPIRITS LTD
GLOSTERLTD,EQ,INE350Z01018,GLOSTER LIMITED
GLOTTIS,EQ,INE0TQE01026,GLOTTIS LIMITED
GMBREW,EQ,INE075D01018,G M BREWERIES LTD
GMDCLTD,EQ,INE131A01031,GUJARAT MINERAL DEV CORP
GMMPFAUDLR,EQ,INE541A01023,GMM PFAUDLER LIMITED
GMRAIRPORT,EQ,INE776C01039,GMR AIRPORTS LIMITED
GMRP&UI,EQ,INE0CU601026,GMR POW AND URBAN INFRA L
GNA,EQ,INE934S01014,GNA AXLES LIMITED
GNFC,EQ,INE113A01013,GUJ NAR VAL FER & CHEM L
GNRL,EQ,INE207H01018,GUJARAT NATURAL RES L
GOACARBON,EQ,INE426D01013,GOA CARBON LIMITED
GOCLCORP,EQ,INE077F01035,GOCL CORPORATION LIMITED
GOCOLORS,EQ,INE0BJS01011,GO FASHION INDIA LTD
GODAVARIB,EQ,INE497S01012,GODAVARI BIOREFINERIES L
GODFRYPHLP,EQ,INE260B01028,GODFREY PHILLIPS INDIA LT
GODIGIT,EQ,INE03JT01014,GO DIGIT GENERAL INS LTD
GODREJAGRO,EQ,INE850D01014,GODREJ AGROVET LIMITED
GODREJCP,EQ,INE102D01028,GODREJ CONSUMER PRODUCTS
GODREJIND,EQ,INE233A01035,GODREJ INDUSTRIES LTD
GODREJPROP,EQ,INE484J01027,GODREJ PROPERTIES LTD
GOKEX,EQ,INE887G01027,GOKALDAS EXPORTS LTD.
GOKUL,EQ,INE020J01029,GOKUL REFOILS & SOLV LTD
GOKULAGRO,EQ,INE314T01033,GOKUL AGRO RESOURCES LTD
GOLD1,EQ,INF174KA1HJ8,KOTAK GOLD ETF
GOLD360,EQ,INF579M01BB5,360ONEAMC - GOLD360
GOLDADD,EQ,INF740KA1ZP2,DSPAMC - DSPGOLD
GOLDAXIS,EQ,INF846K01W80,AXISAMC-GOLDAXIS
GOLDBEES,EQ,INF204KB17I5,NIP IND ETF GOLD BEES
GOLDBETA,EQ,INF789F1AUX7,UTIAMC-UTIGOLDBETA
GOLDBND,EQ,INF194KB1KJ7,BANDHANAMC - GOLDBND
GOLDCASE,EQ,INF0R8F01042,ZERODHAAMC - GOLDCASE
GOLDETF,EQ,INF769K01JP9,MIRAEAMC - MAGOLDETF
GOLDIAM,EQ,INE025B01025,GOLDIAM INTERNATIONAL LTD
GOLDIETF,EQ,INF109KC1NT3,ICICI PRUDENTIAL GOLD ETF
GOODLUCK,EQ,INE127I01024,GOODLUCK INDIA LIMITED
GOODYEAR,EQ,INE533A01012,GOODYEAR INDIA LIMITED
GOPAL,EQ,INE0L9R01028,GOPAL SNACKS LIMITED
GOYALALUM,EQ,INE705X01026,GOYAL ALUMINIUMS LIMITED
GPIL,EQ,INE177H01039,GODAWARI POW & ISP LTD
GPPL,EQ,INE517F01014,GUJARAT PIPAVAV PORT LTD
GPTHEALTH,EQ,INE486R01017,GPT HEALTHCARE LIMITED
GPTINFRA,EQ,INE390G01014,GPT INFRAPROJECTS LTD
GRANDOAK,EQ,INE926B01016,GRAND OAK CANYONS DIST L
GRANULES,EQ,INE101D01020,GRANULES INDIA LIMITED
GRAPHITE,EQ,INE371A01025,GRAPHITE INDIA LTD
GRASIM,EQ,INE047A01021,GRASIM INDUSTRIES LTD
GRAUWEIL,EQ,INE266D01021,GRAUER & WEIL IND LTD
GRAVITA,EQ,INE024L01027,GRAVITA INDIA LIMITED
GREAVESCOT,EQ,INE224A01026,GREAVES COTTON LTD.
GREENLAM,EQ,INE544R01021,GREENLAM INDUSTRIES LTD.
GREENPANEL,EQ,INE08ZM01014,GREENPANEL INDUSTRIES LTD
GREENPLY,EQ,INE461C01038,GREENPLY INDUSTRIES LTD
GREENPOWER,EQ,INE999K01014,ORIENT GREEN POWER CO LTD
GRINDWELL,EQ,INE536A01023,GRINDWELL NORTON LIMITED
GRINFRA,EQ,INE201P01022,G R INFRAPROJECTS LIMITED
GRMOVER,EQ,INE192H01020,GRM OVERSEAS LIMITED
GROBTEA,EQ,INE646C01018,THE GROB TEA COMPANY LTD
GROWW,EQ,INE0HOQ01053,BILLIONBRAINS GARAGE VN L
GROWWCAPM,EQ,INF666M01MM4,GROWWAMC - GROWWCAPM
GROWWCHEM,EQ,INF666M01NP5,GROWWAMC - GROWWCHEM
GROWWDEFNC,EQ,INF666M01IO8,GROWWAMC - GROWWDEFNC
GROWWEV,EQ,INF666M01IH2,GROWWAMC - GROWWEV
GROWWGOLD,EQ,INF666M01OE7,GROWWAMC - GROWWGOLD
GROWWHOSPI,EQ,INF666M01OD9,GROWWAMC - GROWWHOSPI
GROWWLIQID,EQ,INF666M01IP5,GROWWAMC - GROWWLIQID
GROWWLOVOL,EQ,INF666M01LB9,GROWWAMC - GROWWLOVOL
GROWWMC150,EQ,INF666M01MV5,GROWWAMC - GROWWMC150
GROWWMETAL,EQ,INF666M01NI0,GROWWAMC - GROWWMETAL
GROWWMOM50,EQ,INF666M01KJ4,GROWWAMC - GROWWMOM50
GROWWN200,EQ,INF666M01JV1,GROWWAMC - GROWWN200
GROWWNET,EQ,INF666M01LI4,GROWWAMC - GROWWNET
GROWWNIFTY,EQ,INF666M01LL8,GROWWAMC - GROWWNIFTY
GROWWNXT50,EQ,INF666M01LZ8,GROWWAMC - GROWWNXT50
GROWWPOWER,EQ,INF666M01LM6,GROWWAMC - GROWWPOWER
GROWWPSE,EQ,INF666M01NQ3,GROWWAMC - GROWWPSE
GROWWPSUBK,EQ,INF666M01OG2,GROWWAMC - GROWWPSUBK
GROWWRAIL,EQ,INF666M01JJ6,GROWWAMC - GROWWRAIL
GROWWRLTY,EQ,INF666M01MN2,GROWWAMC - GROWWRLTY
GROWWSC250,EQ,INF666M01MO0,GROWWAMC - GROWWSC250
GROWWSLVR,EQ,INF666M01OF4,GROWWAMC - GROWWSLVR
GRPLTD,EQ,INE137I01015,GRP LIMITED
GRSE,EQ,INE382Z01011,GARDEN REACH SHIP&ENG LTD
GRWRHITECH,EQ,INE291A01017,GARWARE HI-TECH FILMS LTD
GSEC10IETF,EQ,INF109KC18O0,ICICIPRAMC - ICICI10GS
GSEC10YEAR,EQ,INF769K01KF8,MIRAEAMC - MAGS813ETF
GSEC5IETF,EQ,INF109KC14A8,ICICIPRAMC - ICICI5GSEC
GSFC,EQ,INE026A01025,GUJ STATE FERT & CHEM LTD
GSLSU,EQ,INE0JSX01015,GLOBAL SURFACES LIMITED
GSPCROP,EQ,INE713R01022,GSP CROP SCIENCE LIMITED
GSS,EQ,INE871H01011,GSS INFOTECH LIMITED
GTECJAINX,EQ,INE586X01012,G-TEC JAINX EDUCATION LTD
GTL,EQ,INE043A01012,GTL LTD
GTLINFRA,EQ,INE221H01019,GTL INFRA.LTD
GTPL,EQ,INE869I01013,GTPL HATHWAY LIMITED
GUFICBIO,EQ,INE742B01025,GUFIC BIOSCIENCES LTD.
GUJALKALI,EQ,INE186A01019,GUJARAT ALKALIES & CHEM
GUJAPOLLO,EQ,INE826C01016,GUJ. APOLLO IND. LTD.
GUJENERGY,EQ,INE844O01030,GUJARAT ENERGY LIMITED
GUJRAFFIA,EQ,INE610B01024,GUJARAT RAFFIA INDUST LTD
GUJTHEM,EQ,INE942C01045,GUJARAT THEMIS BIOSYN LTD
GULFOILLUB,EQ,INE635Q01029,GULF OIL LUB. IND. LTD.
GULPOLY,EQ,INE255D01024,GULSHAN POLYOLS LIMITED
GVPIL,EQ,INE878A01011,GE POWER INDIA LIMITED
GVT&D,EQ,INE200A01026,GE VERNOVA T&D INDIA LTD
GYFTR,EQ,INE724A01017,GYFTR LIMITED
HAL,EQ,INE066F01020,HINDUSTAN AERONAUTICS LTD
HALDER,EQ,INE115S01010,HALDER VENTURE LIMITED
